payment_year,diagnosis_code,age_at_diag_min,age_at_diag_max,age_last_min,age_last_max,sex,hhs_hcc
2023,G622,NA,NA,NA,NA,NA,115
2023,G6281,NA,NA,NA,NA,NA,115
2023,G6282,NA,NA,NA,NA,NA,115
2023,G63,NA,NA,NA,NA,NA,115
2023,G650,NA,NA,NA,NA,NA,115
2023,G651,NA,NA,NA,NA,NA,115
2023,G652,NA,NA,NA,NA,NA,115
2023,G7000,NA,NA,NA,NA,NA,115
2023,G7001,NA,NA,NA,NA,NA,115
2023,G701,NA,NA,NA,NA,NA,115
2023,G702,NA,NA,NA,NA,NA,115
2023,G7080,NA,NA,NA,NA,NA,115
2023,G7081,NA,NA,NA,NA,NA,115
2023,G7089,NA,NA,NA,NA,NA,115
2023,G709,NA,NA,NA,NA,NA,115
2023,G7100,NA,NA,NA,NA,NA,117
2023,G7101,NA,NA,NA,NA,NA,117
2023,G7102,NA,NA,NA,NA,NA,117
2023,G71031,NA,NA,NA,NA,NA,117
2023,G71032,NA,NA,NA,NA,NA,117
2023,G71033,NA,NA,NA,NA,NA,117
2023,G710340,NA,NA,NA,NA,NA,117
2023,G710341,NA,NA,NA,NA,NA,117
2023,G710342,NA,NA,NA,NA,NA,117
2023,G710349,NA,NA,NA,NA,NA,117
2023,G71035,NA,NA,NA,NA,NA,117
2023,G71038,NA,NA,NA,NA,NA,117
2023,G71039,NA,NA,NA,NA,NA,117
2023,G7109,NA,NA,NA,NA,NA,117
2023,G7111,NA,NA,NA,NA,NA,117
2023,G7120,NA,NA,NA,NA,NA,117
2023,G7121,NA,NA,NA,NA,NA,117
2023,G71220,NA,NA,NA,NA,NA,117
2023,G71228,NA,NA,NA,NA,NA,117
2023,G7129,NA,NA,NA,NA,NA,117
2023,G731,NA,NA,NA,NA,NA,115
2023,G733,NA,NA,NA,NA,NA,115
2023,G800,NA,NA,NA,NA,NA,112
2023,G801,NA,NA,NA,NA,NA,113
2023,G802,NA,NA,NA,NA,NA,113
2023,G803,NA,NA,NA,NA,NA,113
2023,G804,NA,NA,NA,NA,NA,113
2023,G808,NA,NA,NA,NA,NA,113
2023,G809,NA,NA,NA,NA,NA,113
2023,G8100,NA,NA,NA,NA,NA,150
2023,G8101,NA,NA,NA,NA,NA,150
2023,G8102,NA,NA,NA,NA,NA,150
2023,G8103,NA,NA,NA,NA,NA,150
2023,G8104,NA,NA,NA,NA,NA,150
2023,G8110,NA,NA,NA,NA,NA,150
2023,G8111,NA,NA,NA,NA,NA,150
2023,G8112,NA,NA,NA,NA,NA,150
2023,G8113,NA,NA,NA,NA,NA,150
2023,G8114,NA,NA,NA,NA,NA,150
2023,G8190,NA,NA,NA,NA,NA,150
2023,G8191,NA,NA,NA,NA,NA,150
2023,G8192,NA,NA,NA,NA,NA,150
2023,G8193,NA,NA,NA,NA,NA,150
2023,G8194,NA,NA,NA,NA,NA,150
2023,G8220,NA,NA,NA,NA,NA,109
2023,G8221,NA,NA,NA,NA,NA,109
2023,G8222,NA,NA,NA,NA,NA,109
2023,G8250,NA,NA,NA,NA,NA,107
2023,G8251,NA,NA,NA,NA,NA,107
2023,G8252,NA,NA,NA,NA,NA,107
2023,G8253,NA,NA,NA,NA,NA,107
2023,G8254,NA,NA,NA,NA,NA,107
2023,G830,NA,NA,NA,NA,NA,151
2023,G8310,NA,NA,NA,NA,NA,151
2023,G8311,NA,NA,NA,NA,NA,151
2023,G8312,NA,NA,NA,NA,NA,151
2023,G8313,NA,NA,NA,NA,NA,151
2023,G8314,NA,NA,NA,NA,NA,151
2023,G8320,NA,NA,NA,NA,NA,151
2023,G8321,NA,NA,NA,NA,NA,151
2023,G8322,NA,NA,NA,NA,NA,151
2023,G8323,NA,NA,NA,NA,NA,151
2023,G8324,NA,NA,NA,NA,NA,151
2023,G8330,NA,NA,NA,NA,NA,151
2023,G8331,NA,NA,NA,NA,NA,151
2023,G8332,NA,NA,NA,NA,NA,151
2023,G8333,NA,NA,NA,NA,NA,151
2023,G8334,NA,NA,NA,NA,NA,151
2023,G834,NA,NA,NA,NA,NA,110
2023,G835,NA,NA,NA,NA,NA,122
2023,G8381,NA,NA,NA,NA,NA,151
2023,G8382,NA,NA,NA,NA,NA,151
2023,G8383,NA,NA,NA,NA,NA,151
2023,G8384,NA,NA,NA,NA,NA,151
2023,G8389,NA,NA,NA,NA,NA,151
2023,G839,NA,NA,NA,NA,NA,151
2023,G901,NA,NA,NA,NA,NA,114
2023,G903,NA,NA,NA,NA,NA,119
2023,G910,NA,NA,NA,NA,NA,121
2023,G911,NA,NA,NA,NA,NA,121
2023,G912,NA,NA,NA,NA,NA,121
2023,G913,NA,NA,NA,NA,NA,121
2023,G914,NA,NA,NA,NA,NA,121
2023,G918,NA,NA,NA,NA,NA,121
2023,G919,NA,NA,NA,NA,NA,121
2023,G931,NA,NA,NA,NA,NA,122
2023,G935,NA,NA,NA,NA,NA,122
2023,G936,NA,NA,NA,NA,NA,122
2023,G937,0,17,NA,NA,NA,119
2023,G950,NA,NA,NA,NA,NA,110
2023,G9511,NA,NA,NA,NA,NA,110
2023,G9519,NA,NA,NA,NA,NA,110
2023,G9520,NA,NA,NA,NA,NA,110
2023,G9529,NA,NA,NA,NA,NA,110
2023,G9581,NA,NA,NA,NA,NA,110
2023,G9589,NA,NA,NA,NA,NA,110
2023,G959,NA,NA,NA,NA,NA,110
2023,G992,NA,NA,NA,NA,NA,110
2023,H353210,15,NA,21,NA,NA,174
2023,H353211,15,NA,21,NA,NA,174
2023,H353212,15,NA,21,NA,NA,174
2023,H353213,15,NA,21,NA,NA,174
2023,H353220,15,NA,21,NA,NA,174
2023,H353221,15,NA,21,NA,NA,174
2023,H353222,15,NA,21,NA,NA,174
2023,H353223,15,NA,21,NA,NA,174
2023,H353230,15,NA,21,NA,NA,174
2023,H353231,15,NA,21,NA,NA,174
2023,H353232,15,NA,21,NA,NA,174
2023,H353233,15,NA,21,NA,NA,174
2023,H353290,15,NA,21,NA,NA,174
2023,H353291,15,NA,21,NA,NA,174
2023,H353292,15,NA,21,NA,NA,174
2023,H353293,15,NA,21,NA,NA,174
2023,H49811,NA,NA,NA,20,NA,28
2023,H49812,NA,NA,NA,20,NA,28
2023,H49813,NA,NA,NA,20,NA,28
2023,H49819,NA,NA,NA,20,NA,28
2023,I0981,NA,NA,NA,NA,NA,130
2023,I110,NA,NA,NA,NA,NA,130
2023,I120,NA,NA,NA,NA,NA,187
2023,I130,NA,NA,NA,NA,NA,130
2023,I1311,NA,NA,NA,NA,NA,187
2023,I132,NA,NA,NA,NA,NA,130
2023,I132,NA,NA,NA,NA,NA,187
2023,I200,NA,NA,NA,NA,NA,132
2023,I2101,NA,NA,NA,NA,NA,131
2023,I2102,NA,NA,NA,NA,NA,131
2023,I2109,NA,NA,NA,NA,NA,131
2023,I2111,NA,NA,NA,NA,NA,131
2023,I2119,NA,NA,NA,NA,NA,131
2023,I2121,NA,NA,NA,NA,NA,131
2023,I2129,NA,NA,NA,NA,NA,131
2023,I213,NA,NA,NA,NA,NA,131
2023,I214,NA,NA,NA,NA,NA,131
2023,I219,NA,NA,NA,NA,NA,131
2023,I21A1,NA,NA,NA,NA,NA,131
2023,I21A9,NA,NA,NA,NA,NA,131
2023,I220,NA,NA,NA,NA,NA,131
2023,I221,NA,NA,NA,NA,NA,131
2023,I222,NA,NA,NA,NA,NA,131
2023,I228,NA,NA,NA,NA,NA,131
2023,I229,NA,NA,NA,NA,NA,131
2023,I230,15,NA,NA,NA,NA,131
2023,I231,15,NA,NA,NA,NA,131
2023,I232,15,NA,NA,NA,NA,131
2023,I233,15,NA,NA,NA,NA,131
2023,I234,NA,NA,NA,NA,NA,131
2023,I235,NA,NA,NA,NA,NA,131
2023,I236,15,NA,NA,NA,NA,131
2023,I237,15,NA,NA,NA,NA,131
2023,I238,15,NA,NA,NA,NA,131
2023,I240,NA,NA,NA,NA,NA,132
2023,I241,NA,NA,NA,NA,NA,132
2023,I248,NA,NA,NA,NA,NA,132
2023,I249,NA,NA,NA,NA,NA,132
2023,I25110,15,NA,NA,NA,NA,132
2023,I25700,15,NA,NA,NA,NA,132
2023,I25710,15,NA,NA,NA,NA,132
2023,I25720,15,NA,NA,NA,NA,132
2023,I25730,15,NA,NA,NA,NA,132
2023,I25750,NA,NA,NA,NA,NA,132
2023,I25760,15,NA,NA,NA,NA,132
2023,I25790,15,NA,NA,NA,NA,132
2023,I2601,NA,NA,NA,NA,NA,130
2023,I2601,NA,NA,NA,NA,NA,156
2023,I2602,NA,NA,NA,NA,NA,130
2023,I2602,NA,NA,NA,NA,NA,156
2023,I2609,NA,NA,NA,NA,NA,130
2023,I2609,NA,NA,NA,NA,NA,156
2023,I2690,NA,NA,NA,NA,NA,156
2023,I2692,NA,NA,NA,NA,NA,156
2023,I2693,NA,NA,NA,NA,NA,156
2023,I2694,NA,NA,NA,NA,NA,156
2023,I2699,NA,NA,NA,NA,NA,156
2023,I270,NA,NA,NA,NA,NA,130
2023,I271,NA,NA,NA,NA,NA,130
2023,I2720,NA,NA,NA,NA,NA,130
2023,I2721,NA,NA,NA,NA,NA,130
2023,I2722,NA,NA,NA,NA,NA,130
2023,I2723,NA,NA,NA,NA,NA,130
2023,I2724,NA,NA,NA,NA,NA,130
2023,I2729,NA,NA,NA,NA,NA,130
2023,I2781,NA,NA,NA,NA,NA,130
2023,I2782,NA,NA,NA,NA,NA,156
2023,I2783,NA,NA,NA,NA,NA,130
2023,I2789,NA,NA,NA,NA,NA,130
2023,I279,NA,NA,NA,NA,NA,130
2023,I280,NA,NA,NA,NA,NA,130
2023,I281,NA,NA,NA,NA,NA,130
2023,I288,NA,NA,NA,NA,NA,130
2023,I289,NA,NA,NA,NA,NA,130
2023,I300,NA,NA,NA,NA,NA,135
2023,I301,NA,NA,NA,NA,NA,135
2023,I308,NA,NA,NA,NA,NA,135
2023,I309,NA,NA,NA,NA,NA,135
2023,I310,NA,NA,NA,NA,NA,135
2023,I311,NA,NA,NA,NA,NA,135
2023,I312,NA,NA,NA,NA,NA,135
2023,I3131,NA,NA,NA,NA,NA,135
2023,I3139,NA,NA,NA,NA,NA,135
2023,I314,NA,NA,NA,NA,NA,135
2023,I318,NA,NA,NA,NA,NA,135
2023,I319,NA,NA,NA,NA,NA,135
2023,I32,NA,NA,NA,NA,NA,135
2023,I330,NA,NA,NA,NA,NA,135
2023,I339,NA,NA,NA,NA,NA,135
2023,I400,NA,NA,NA,NA,NA,135
2023,I401,NA,NA,NA,NA,NA,135
2023,I408,NA,NA,NA,NA,NA,135
2023,I409,NA,NA,NA,NA,NA,135
2023,I41,NA,NA,NA,NA,NA,135
2023,I420,NA,NA,NA,NA,NA,130
2023,I421,NA,NA,NA,NA,NA,130
2023,I422,NA,NA,NA,NA,NA,130
2023,I423,NA,NA,NA,NA,NA,130
2023,I424,NA,NA,NA,NA,NA,130
2023,I425,NA,NA,NA,NA,NA,130
2023,I426,NA,NA,NA,NA,NA,130
2023,I427,NA,NA,NA,NA,NA,130
2023,I428,NA,NA,NA,NA,NA,130
2023,I429,NA,NA,NA,NA,NA,130
2023,I43,NA,NA,NA,NA,NA,130
2023,I442,NA,NA,NA,NA,NA,142
2023,I462,NA,NA,NA,NA,NA,127
2023,I468,NA,NA,NA,NA,NA,127
2023,I469,NA,NA,NA,NA,NA,127
2023,I470,NA,NA,NA,NA,NA,142
2023,I471,NA,NA,NA,NA,NA,142
2023,I4720,NA,NA,NA,NA,NA,142
2023,I4721,NA,NA,NA,NA,NA,142
2023,I4729,NA,NA,NA,NA,NA,142
2023,I479,NA,NA,NA,NA,NA,142
2023,I480,NA,NA,NA,NA,NA,142
2023,I4811,NA,NA,NA,NA,NA,142
2023,I4819,NA,NA,NA,NA,NA,142
2023,I4820,NA,NA,NA,NA,NA,142
2023,I4821,NA,NA,NA,NA,NA,142
2023,I483,NA,NA,NA,NA,NA,142
2023,I484,NA,NA,NA,NA,NA,142
2023,I4891,NA,NA,NA,NA,NA,142
2023,I4892,NA,NA,NA,NA,NA,142
2023,I4901,NA,NA,NA,NA,NA,127
2023,I4902,NA,NA,NA,NA,NA,127
2023,I492,NA,NA,NA,NA,NA,142
2023,I495,NA,NA,NA,NA,NA,142
2023,I501,NA,NA,NA,NA,NA,130
2023,I5020,NA,NA,NA,NA,NA,130
2023,I5021,NA,NA,NA,NA,NA,130
2023,I5022,NA,NA,NA,NA,NA,130
2023,I5023,NA,NA,NA,NA,NA,130
2023,I5030,NA,NA,NA,NA,NA,130
2023,I5031,NA,NA,NA,NA,NA,130
2023,I5032,NA,NA,NA,NA,NA,130
2023,I5033,NA,NA,NA,NA,NA,130
2023,I5040,NA,NA,NA,NA,NA,130
2023,I5041,NA,NA,NA,NA,NA,130
2023,I5042,NA,NA,NA,NA,NA,130
2023,I5043,NA,NA,NA,NA,NA,130
2023,I50810,NA,NA,NA,NA,NA,130
2023,I50811,NA,NA,NA,NA,NA,130
2023,I50812,NA,NA,NA,NA,NA,130
2023,I50813,NA,NA,NA,NA,NA,130
2023,I50814,NA,NA,NA,NA,NA,130
2023,I5082,NA,NA,NA,NA,NA,130
2023,I5083,NA,NA,NA,NA,NA,130
2023,I5084,NA,NA,NA,NA,NA,130
2023,I5089,NA,NA,NA,NA,NA,130
2023,I509,NA,NA,NA,NA,NA,130
2023,I511,NA,NA,NA,NA,NA,131
2023,I512,NA,NA,NA,NA,NA,131
2023,I514,NA,NA,NA,NA,NA,130
2023,I515,NA,NA,NA,NA,NA,130
2023,I6000,NA,NA,NA,NA,NA,145
2023,I6001,NA,NA,NA,NA,NA,145
2023,I6002,NA,NA,NA,NA,NA,145
2023,I6010,NA,NA,NA,NA,NA,145
2023,I6011,NA,NA,NA,NA,NA,145
2023,I6012,NA,NA,NA,NA,NA,145
2023,I602,NA,NA,NA,NA,NA,145
2023,I6030,NA,NA,NA,NA,NA,145
2023,I6031,NA,NA,NA,NA,NA,145
2023,I6032,NA,NA,NA,NA,NA,145
2023,I604,NA,NA,NA,NA,NA,145
2023,I6050,NA,NA,NA,NA,NA,145
2023,I6051,NA,NA,NA,NA,NA,145
2023,I6052,NA,NA,NA,NA,NA,145
2023,I606,NA,NA,NA,NA,NA,145
2023,I607,NA,NA,NA,NA,NA,145
2023,I608,NA,NA,NA,NA,NA,145
2023,I609,NA,NA,NA,NA,NA,145
2023,I610,NA,NA,NA,NA,NA,145
2023,I611,NA,NA,NA,NA,NA,145
2023,I612,NA,NA,NA,NA,NA,145
2023,I613,NA,NA,NA,NA,NA,145
2023,I614,NA,NA,NA,NA,NA,145
2023,I615,NA,NA,NA,NA,NA,145
2023,I616,NA,NA,NA,NA,NA,145
2023,I618,NA,NA,NA,NA,NA,145
2023,I619,NA,NA,NA,NA,NA,145
2023,I6200,NA,NA,NA,NA,NA,145
2023,I6201,NA,NA,NA,NA,NA,145
2023,I6202,NA,NA,NA,NA,NA,145
2023,I6203,NA,NA,NA,NA,NA,145
2023,I621,NA,NA,NA,NA,NA,145
2023,I629,NA,NA,NA,NA,NA,145
2023,I6300,NA,NA,NA,NA,NA,146
2023,I63011,NA,NA,NA,NA,NA,146
2023,I63012,NA,NA,NA,NA,NA,146
2023,I63013,NA,NA,NA,NA,NA,146
2023,I63019,NA,NA,NA,NA,NA,146
2023,I6302,NA,NA,NA,NA,NA,146
2023,I63031,NA,NA,NA,NA,NA,146
2023,I63032,NA,NA,NA,NA,NA,146
2023,I63033,NA,NA,NA,NA,NA,146
2023,I63039,NA,NA,NA,NA,NA,146
2023,I6309,NA,NA,NA,NA,NA,146
2023,I6310,NA,NA,NA,NA,NA,146
2023,I63111,NA,NA,NA,NA,NA,146
2023,I63112,NA,NA,NA,NA,NA,146
2023,I63113,NA,NA,NA,NA,NA,146
2023,I63119,NA,NA,NA,NA,NA,146
2023,I6312,NA,NA,NA,NA,NA,146
2023,I63131,NA,NA,NA,NA,NA,146
2023,I63132,NA,NA,NA,NA,NA,146
2023,I63133,NA,NA,NA,NA,NA,146
2023,I63139,NA,NA,NA,NA,NA,146
2023,I6319,NA,NA,NA,NA,NA,146
2023,I6320,NA,NA,NA,NA,NA,146
2023,I63211,NA,NA,NA,NA,NA,146
2023,I63212,NA,NA,NA,NA,NA,146
2023,I63213,NA,NA,NA,NA,NA,146
2023,I63219,NA,NA,NA,NA,NA,146
2023,I6322,NA,NA,NA,NA,NA,146
2023,I63231,NA,NA,NA,NA,NA,146
2023,I63232,NA,NA,NA,NA,NA,146
2023,I63233,NA,NA,NA,NA,NA,146
2023,I63239,NA,NA,NA,NA,NA,146
2023,I6329,NA,NA,NA,NA,NA,146
2023,I6330,NA,NA,NA,NA,NA,146
2023,I63311,NA,NA,NA,NA,NA,146
2023,I63312,NA,NA,NA,NA,NA,146
2023,I63313,NA,NA,NA,NA,NA,146
2023,I63319,NA,NA,NA,NA,NA,146
2023,I63321,NA,NA,NA,NA,NA,146
2023,I63322,NA,NA,NA,NA,NA,146
2023,I63323,NA,NA,NA,NA,NA,146
2023,I63329,NA,NA,NA,NA,NA,146
2023,I63331,NA,NA,NA,NA,NA,146
2023,I63332,NA,NA,NA,NA,NA,146
2023,I63333,NA,NA,NA,NA,NA,146
2023,I63339,NA,NA,NA,NA,NA,146
2023,I63341,NA,NA,NA,NA,NA,146
2023,I63342,NA,NA,NA,NA,NA,146
2023,I63343,NA,NA,NA,NA,NA,146
2023,I63349,NA,NA,NA,NA,NA,146
2023,I6339,NA,NA,NA,NA,NA,146
2023,I6340,NA,NA,NA,NA,NA,146
2023,I63411,NA,NA,NA,NA,NA,146
2023,I63412,NA,NA,NA,NA,NA,146
2023,I63413,NA,NA,NA,NA,NA,146
2023,I63419,NA,NA,NA,NA,NA,146
2023,I63421,NA,NA,NA,NA,NA,146
2023,I63422,NA,NA,NA,NA,NA,146
2023,I63423,NA,NA,NA,NA,NA,146
2023,I63429,NA,NA,NA,NA,NA,146
2023,I63431,NA,NA,NA,NA,NA,146
2023,I63432,NA,NA,NA,NA,NA,146
2023,I63433,NA,NA,NA,NA,NA,146
2023,I63439,NA,NA,NA,NA,NA,146
2023,I63441,NA,NA,NA,NA,NA,146
2023,I63442,NA,NA,NA,NA,NA,146
2023,I63443,NA,NA,NA,NA,NA,146
2023,I63449,NA,NA,NA,NA,NA,146
2023,I6349,NA,NA,NA,NA,NA,146
2023,I6350,NA,NA,NA,NA,NA,146
2023,I63511,NA,NA,NA,NA,NA,146
2023,I63512,NA,NA,NA,NA,NA,146
2023,I63513,NA,NA,NA,NA,NA,146
2023,I63519,NA,NA,NA,NA,NA,146
2023,I63521,NA,NA,NA,NA,NA,146
2023,I63522,NA,NA,NA,NA,NA,146
2023,I63523,NA,NA,NA,NA,NA,146
2023,I63529,NA,NA,NA,NA,NA,146
2023,I63531,NA,NA,NA,NA,NA,146
2023,I63532,NA,NA,NA,NA,NA,146
2023,I63533,NA,NA,NA,NA,NA,146
2023,I63539,NA,NA,NA,NA,NA,146
2023,I63541,NA,NA,NA,NA,NA,146
2023,I63542,NA,NA,NA,NA,NA,146
2023,I63543,NA,NA,NA,NA,NA,146
2023,I63549,NA,NA,NA,NA,NA,146
2023,I6359,NA,NA,NA,NA,NA,146
2023,I636,NA,NA,NA,NA,NA,146
2023,I6381,NA,NA,NA,NA,NA,146
2023,I6389,NA,NA,NA,NA,NA,146
2023,I639,NA,NA,NA,NA,NA,146
2023,I670,NA,NA,NA,NA,NA,154
2023,I671,NA,NA,NA,NA,NA,149
2023,I69031,NA,NA,NA,NA,NA,151
2023,I69032,NA,NA,NA,NA,NA,151
2023,I69033,NA,NA,NA,NA,NA,151
2023,I69034,NA,NA,NA,NA,NA,151
2023,I69039,NA,NA,NA,NA,NA,151
2023,I69041,NA,NA,NA,NA,NA,151
2023,I69042,NA,NA,NA,NA,NA,151
2023,I69043,NA,NA,NA,NA,NA,151
2023,I69044,NA,NA,NA,NA,NA,151
2023,I69049,NA,NA,NA,NA,NA,151
2023,I69051,NA,NA,NA,NA,NA,150
2023,I69052,NA,NA,NA,NA,NA,150
2023,I69053,NA,NA,NA,NA,NA,150
2023,I69054,NA,NA,NA,NA,NA,150
2023,I69059,NA,NA,NA,NA,NA,150
2023,I69061,NA,NA,NA,NA,NA,151
2023,I69062,NA,NA,NA,NA,NA,151
2023,I69063,NA,NA,NA,NA,NA,151
2023,I69064,NA,NA,NA,NA,NA,151
2023,I69065,NA,NA,NA,NA,NA,151
2023,I69069,NA,NA,NA,NA,NA,151
2023,I69131,NA,NA,NA,NA,NA,151
2023,I69132,NA,NA,NA,NA,NA,151
2023,I69133,NA,NA,NA,NA,NA,151
2023,I69134,NA,NA,NA,NA,NA,151
2023,I69139,NA,NA,NA,NA,NA,151
2023,I69141,NA,NA,NA,NA,NA,151
2023,I69142,NA,NA,NA,NA,NA,151
2023,I69143,NA,NA,NA,NA,NA,151
2023,I69144,NA,NA,NA,NA,NA,151
2023,I69149,NA,NA,NA,NA,NA,151
2023,I69151,NA,NA,NA,NA,NA,150
2023,I69152,NA,NA,NA,NA,NA,150
2023,I69153,NA,NA,NA,NA,NA,150
2023,I69154,NA,NA,NA,NA,NA,150
2023,I69159,NA,NA,NA,NA,NA,150
2023,I69161,NA,NA,NA,NA,NA,151
2023,I69162,NA,NA,NA,NA,NA,151
2023,I69163,NA,NA,NA,NA,NA,151
2023,I69164,NA,NA,NA,NA,NA,151
2023,I69165,NA,NA,NA,NA,NA,151
2023,I69169,NA,NA,NA,NA,NA,151
2023,I69231,NA,NA,NA,NA,NA,151
2023,I69232,NA,NA,NA,NA,NA,151
2023,I69233,NA,NA,NA,NA,NA,151
2023,I69234,NA,NA,NA,NA,NA,151
2023,I69239,NA,NA,NA,NA,NA,151
2023,I69241,NA,NA,NA,NA,NA,151
2023,I69242,NA,NA,NA,NA,NA,151
2023,I69243,NA,NA,NA,NA,NA,151
2023,I69244,NA,NA,NA,NA,NA,151
2023,I69249,NA,NA,NA,NA,NA,151
2023,I69251,NA,NA,NA,NA,NA,150
2023,I69252,NA,NA,NA,NA,NA,150
2023,I69253,NA,NA,NA,NA,NA,150
2023,I69254,NA,NA,NA,NA,NA,150
2023,I69259,NA,NA,NA,NA,NA,150
2023,I69261,NA,NA,NA,NA,NA,151
2023,I69262,NA,NA,NA,NA,NA,151
2023,I69263,NA,NA,NA,NA,NA,151
2023,I69264,NA,NA,NA,NA,NA,151
2023,I69265,NA,NA,NA,NA,NA,151
2023,I69269,NA,NA,NA,NA,NA,151
2023,I69331,NA,NA,NA,NA,NA,151
2023,I69332,NA,NA,NA,NA,NA,151
2023,I69333,NA,NA,NA,NA,NA,151
2023,I69334,NA,NA,NA,NA,NA,151
2023,I69339,NA,NA,NA,NA,NA,151
2023,I69341,NA,NA,NA,NA,NA,151
2023,I69342,NA,NA,NA,NA,NA,151
2023,I69343,NA,NA,NA,NA,NA,151
2023,I69344,NA,NA,NA,NA,NA,151
2023,I69349,NA,NA,NA,NA,NA,151
2023,I69351,NA,NA,NA,NA,NA,150
2023,I69352,NA,NA,NA,NA,NA,150
2023,I69353,NA,NA,NA,NA,NA,150
2023,I69354,NA,NA,NA,NA,NA,150
2023,I69359,NA,NA,NA,NA,NA,150
2023,I69361,NA,NA,NA,NA,NA,151
2023,I69362,NA,NA,NA,NA,NA,151
2023,I69363,NA,NA,NA,NA,NA,151
2023,I69364,NA,NA,NA,NA,NA,151
2023,I69365,NA,NA,NA,NA,NA,151
2023,I69369,NA,NA,NA,NA,NA,151
2023,I69831,NA,NA,NA,NA,NA,151
2023,I69832,NA,NA,NA,NA,NA,151
2023,I69833,NA,NA,NA,NA,NA,151
2023,I69834,NA,NA,NA,NA,NA,151
2023,I69839,NA,NA,NA,NA,NA,151
2023,I69841,NA,NA,NA,NA,NA,151
2023,I69842,NA,NA,NA,NA,NA,151
2023,I69843,NA,NA,NA,NA,NA,151
2023,I69844,NA,NA,NA,NA,NA,151
2023,I69849,NA,NA,NA,NA,NA,151
2023,I69851,NA,NA,NA,NA,NA,150
2023,I69852,NA,NA,NA,NA,NA,150
2023,I69853,NA,NA,NA,NA,NA,150
2023,I69854,NA,NA,NA,NA,NA,150
2023,I69859,NA,NA,NA,NA,NA,150
2023,I69861,NA,NA,NA,NA,NA,151
2023,I69862,NA,NA,NA,NA,NA,151
2023,I69863,NA,NA,NA,NA,NA,151
2023,I69864,NA,NA,NA,NA,NA,151
2023,I69865,NA,NA,NA,NA,NA,151
2023,I69869,NA,NA,NA,NA,NA,151
2023,I69931,NA,NA,NA,NA,NA,151
2023,I69932,NA,NA,NA,NA,NA,151
2023,I69933,NA,NA,NA,NA,NA,151
2023,I69934,NA,NA,NA,NA,NA,151
2023,I69939,NA,NA,NA,NA,NA,151
2023,I69941,NA,NA,NA,NA,NA,151
2023,I69942,NA,NA,NA,NA,NA,151
2023,I69943,NA,NA,NA,NA,NA,151
2023,I69944,NA,NA,NA,NA,NA,151
2023,I69949,NA,NA,NA,NA,NA,151
2023,I69951,NA,NA,NA,NA,NA,150
2023,I69952,NA,NA,NA,NA,NA,150
2023,I69953,NA,NA,NA,NA,NA,150
2023,I69954,NA,NA,NA,NA,NA,150
2023,I69959,NA,NA,NA,NA,NA,150
2023,I69961,NA,NA,NA,NA,NA,151
2023,I69962,NA,NA,NA,NA,NA,151
2023,I69963,NA,NA,NA,NA,NA,151
2023,I69964,NA,NA,NA,NA,NA,151
2023,I69965,NA,NA,NA,NA,NA,151
2023,I69969,NA,NA,NA,NA,NA,151
2023,I70231,15,NA,NA,NA,NA,153
2023,I70231,15,NA,NA,NA,NA,217
2023,I70232,15,NA,NA,NA,NA,153
2023,I70232,15,NA,NA,NA,NA,217
2023,I70233,15,NA,NA,NA,NA,153
2023,I70233,15,NA,NA,NA,NA,217
2023,I70234,15,NA,NA,NA,NA,153
2023,I70234,15,NA,NA,NA,NA,217
2023,I70235,15,NA,NA,NA,NA,153
2023,I70235,15,NA,NA,NA,NA,217
2023,I70238,15,NA,NA,NA,NA,153
2023,I70238,15,NA,NA,NA,NA,217
2023,I70239,15,NA,NA,NA,NA,153
2023,I70239,15,NA,NA,NA,NA,217
2023,I70241,15,NA,NA,NA,NA,153
2023,I70241,15,NA,NA,NA,NA,217
2023,I70242,15,NA,NA,NA,NA,153
2023,I70242,15,NA,NA,NA,NA,217
2023,I70243,15,NA,NA,NA,NA,153
2023,I70243,15,NA,NA,NA,NA,217
2023,I70244,15,NA,NA,NA,NA,153
2023,I70244,15,NA,NA,NA,NA,217
2023,I70245,15,NA,NA,NA,NA,153
2023,I70245,15,NA,NA,NA,NA,217
2023,I70248,15,NA,NA,NA,NA,153
2023,I70248,15,NA,NA,NA,NA,217
2023,I70249,15,NA,NA,NA,NA,153
2023,I70249,15,NA,NA,NA,NA,217
2023,I7025,15,NA,NA,NA,NA,153
2023,I7025,15,NA,NA,NA,NA,217
2023,I70261,15,NA,NA,NA,NA,153
2023,I70262,15,NA,NA,NA,NA,153
2023,I70263,15,NA,NA,NA,NA,153
2023,I70268,15,NA,NA,NA,NA,153
2023,I70269,15,NA,NA,NA,NA,153
2023,I70331,15,NA,NA,NA,NA,153
2023,I70331,15,NA,NA,NA,NA,217
2023,I70332,15,NA,NA,NA,NA,153
2023,I70332,15,NA,NA,NA,NA,217
2023,I70333,15,NA,NA,NA,NA,153
2023,I70333,15,NA,NA,NA,NA,217
2023,I70334,15,NA,NA,NA,NA,153
2023,I70334,15,NA,NA,NA,NA,217
2023,I70335,15,NA,NA,NA,NA,153
2023,I70335,15,NA,NA,NA,NA,217
2023,I70338,15,NA,NA,NA,NA,153
2023,I70338,15,NA,NA,NA,NA,217
2023,I70339,15,NA,NA,NA,NA,153
2023,I70339,15,NA,NA,NA,NA,217
2023,I70341,15,NA,NA,NA,NA,153
2023,I70341,15,NA,NA,NA,NA,217
