payment_year,diagnosis_code,age_at_diag_min,age_at_diag_max,age_last_min,age_last_max,sex,hhs_hcc
2023,S22071B,NA,NA,NA,NA,NA,228
2023,S22072A,NA,NA,NA,NA,NA,228
2023,S22072B,NA,NA,NA,NA,NA,228
2023,S22078A,NA,NA,NA,NA,NA,228
2023,S22078B,NA,NA,NA,NA,NA,228
2023,S22079A,NA,NA,NA,NA,NA,228
2023,S22079B,NA,NA,NA,NA,NA,228
2023,S22080A,NA,NA,NA,NA,NA,228
2023,S22080B,NA,NA,NA,NA,NA,228
2023,S22081A,NA,NA,NA,NA,NA,228
2023,S22081B,NA,NA,NA,NA,NA,228
2023,S22082A,NA,NA,NA,NA,NA,228
2023,S22082B,NA,NA,NA,NA,NA,228
2023,S22088A,NA,NA,NA,NA,NA,228
2023,S22088B,NA,NA,NA,NA,NA,228
2023,S22089A,NA,NA,NA,NA,NA,228
2023,S22089B,NA,NA,NA,NA,NA,228
2023,S240XXA,NA,NA,NA,NA,NA,110
2023,S240XXD,NA,NA,NA,NA,NA,110
2023,S240XXS,NA,NA,NA,NA,NA,110
2023,S24101A,NA,NA,NA,NA,NA,110
2023,S24101D,NA,NA,NA,NA,NA,110
2023,S24101S,NA,NA,NA,NA,NA,110
2023,S24102A,NA,NA,NA,NA,NA,110
2023,S24102D,NA,NA,NA,NA,NA,110
2023,S24102S,NA,NA,NA,NA,NA,110
2023,S24103A,NA,NA,NA,NA,NA,110
2023,S24103D,NA,NA,NA,NA,NA,110
2023,S24103S,NA,NA,NA,NA,NA,110
2023,S24104A,NA,NA,NA,NA,NA,110
2023,S24104D,NA,NA,NA,NA,NA,110
2023,S24104S,NA,NA,NA,NA,NA,110
2023,S24109A,NA,NA,NA,NA,NA,110
2023,S24109D,NA,NA,NA,NA,NA,110
2023,S24109S,NA,NA,NA,NA,NA,110
2023,S24111A,NA,NA,NA,NA,NA,108
2023,S24111D,NA,NA,NA,NA,NA,109
2023,S24111S,NA,NA,NA,NA,NA,109
2023,S24112A,NA,NA,NA,NA,NA,108
2023,S24112D,NA,NA,NA,NA,NA,109
2023,S24112S,NA,NA,NA,NA,NA,109
2023,S24113A,NA,NA,NA,NA,NA,108
2023,S24113D,NA,NA,NA,NA,NA,109
2023,S24113S,NA,NA,NA,NA,NA,109
2023,S24114A,NA,NA,NA,NA,NA,108
2023,S24114D,NA,NA,NA,NA,NA,109
2023,S24114S,NA,NA,NA,NA,NA,109
2023,S24119A,NA,NA,NA,NA,NA,108
2023,S24119D,NA,NA,NA,NA,NA,109
2023,S24119S,NA,NA,NA,NA,NA,109
2023,S24131A,NA,NA,NA,NA,NA,110
2023,S24131D,NA,NA,NA,NA,NA,110
2023,S24131S,NA,NA,NA,NA,NA,110
2023,S24132A,NA,NA,NA,NA,NA,110
2023,S24132D,NA,NA,NA,NA,NA,110
2023,S24132S,NA,NA,NA,NA,NA,110
2023,S24133A,NA,NA,NA,NA,NA,110
2023,S24133D,NA,NA,NA,NA,NA,110
2023,S24133S,NA,NA,NA,NA,NA,110
2023,S24134A,NA,NA,NA,NA,NA,110
2023,S24134D,NA,NA,NA,NA,NA,110
2023,S24134S,NA,NA,NA,NA,NA,110
2023,S24139A,NA,NA,NA,NA,NA,110
2023,S24139D,NA,NA,NA,NA,NA,110
2023,S24139S,NA,NA,NA,NA,NA,110
2023,S24141A,NA,NA,NA,NA,NA,110
2023,S24141D,NA,NA,NA,NA,NA,110
2023,S24141S,NA,NA,NA,NA,NA,110
2023,S24142A,NA,NA,NA,NA,NA,110
2023,S24142D,NA,NA,NA,NA,NA,110
2023,S24142S,NA,NA,NA,NA,NA,110
2023,S24143A,NA,NA,NA,NA,NA,110
2023,S24143D,NA,NA,NA,NA,NA,110
2023,S24143S,NA,NA,NA,NA,NA,110
2023,S24144A,NA,NA,NA,NA,NA,110
2023,S24144D,NA,NA,NA,NA,NA,110
2023,S24144S,NA,NA,NA,NA,NA,110
2023,S24149A,NA,NA,NA,NA,NA,110
2023,S24149D,NA,NA,NA,NA,NA,110
2023,S24149S,NA,NA,NA,NA,NA,110
2023,S24151A,NA,NA,NA,NA,NA,110
2023,S24151D,NA,NA,NA,NA,NA,110
2023,S24151S,NA,NA,NA,NA,NA,110
2023,S24152A,NA,NA,NA,NA,NA,110
2023,S24152D,NA,NA,NA,NA,NA,110
2023,S24152S,NA,NA,NA,NA,NA,110
2023,S24153A,NA,NA,NA,NA,NA,110
2023,S24153D,NA,NA,NA,NA,NA,110
2023,S24153S,NA,NA,NA,NA,NA,110
2023,S24154A,NA,NA,NA,NA,NA,110
2023,S24154D,NA,NA,NA,NA,NA,110
2023,S24154S,NA,NA,NA,NA,NA,110
2023,S24159A,NA,NA,NA,NA,NA,110
2023,S24159D,NA,NA,NA,NA,NA,110
2023,S24159S,NA,NA,NA,NA,NA,110
2023,S32000A,NA,NA,NA,NA,NA,228
2023,S32000B,NA,NA,NA,NA,NA,228
2023,S32001A,NA,NA,NA,NA,NA,228
2023,S32001B,NA,NA,NA,NA,NA,228
2023,S32002A,NA,NA,NA,NA,NA,228
2023,S32002B,NA,NA,NA,NA,NA,228
2023,S32008A,NA,NA,NA,NA,NA,228
2023,S32008B,NA,NA,NA,NA,NA,228
2023,S32009A,NA,NA,NA,NA,NA,228
2023,S32009B,NA,NA,NA,NA,NA,228
2023,S32010A,NA,NA,NA,NA,NA,228
2023,S32010B,NA,NA,NA,NA,NA,228
2023,S32011A,NA,NA,NA,NA,NA,228
2023,S32011B,NA,NA,NA,NA,NA,228
2023,S32012A,NA,NA,NA,NA,NA,228
2023,S32012B,NA,NA,NA,NA,NA,228
2023,S32018A,NA,NA,NA,NA,NA,228
2023,S32018B,NA,NA,NA,NA,NA,228
2023,S32019A,NA,NA,NA,NA,NA,228
2023,S32019B,NA,NA,NA,NA,NA,228
2023,S32020A,NA,NA,NA,NA,NA,228
2023,S32020B,NA,NA,NA,NA,NA,228
2023,S32021A,NA,NA,NA,NA,NA,228
2023,S32021B,NA,NA,NA,NA,NA,228
2023,S32022A,NA,NA,NA,NA,NA,228
2023,S32022B,NA,NA,NA,NA,NA,228
2023,S32028A,NA,NA,NA,NA,NA,228
2023,S32028B,NA,NA,NA,NA,NA,228
2023,S32029A,NA,NA,NA,NA,NA,228
2023,S32029B,NA,NA,NA,NA,NA,228
2023,S32030A,NA,NA,NA,NA,NA,228
2023,S32030B,NA,NA,NA,NA,NA,228
2023,S32031A,NA,NA,NA,NA,NA,228
2023,S32031B,NA,NA,NA,NA,NA,228
2023,S32032A,NA,NA,NA,NA,NA,228
2023,S32032B,NA,NA,NA,NA,NA,228
2023,S32038A,NA,NA,NA,NA,NA,228
2023,S32038B,NA,NA,NA,NA,NA,228
2023,S32039A,NA,NA,NA,NA,NA,228
2023,S32039B,NA,NA,NA,NA,NA,228
2023,S32040A,NA,NA,NA,NA,NA,228
2023,S32040B,NA,NA,NA,NA,NA,228
2023,S32041A,NA,NA,NA,NA,NA,228
2023,S32041B,NA,NA,NA,NA,NA,228
2023,S32042A,NA,NA,NA,NA,NA,228
2023,S32042B,NA,NA,NA,NA,NA,228
2023,S32048A,NA,NA,NA,NA,NA,228
2023,S32048B,NA,NA,NA,NA,NA,228
2023,S32049A,NA,NA,NA,NA,NA,228
2023,S32049B,NA,NA,NA,NA,NA,228
2023,S32050A,NA,NA,NA,NA,NA,228
2023,S32050B,NA,NA,NA,NA,NA,228
2023,S32051A,NA,NA,NA,NA,NA,228
2023,S32051B,NA,NA,NA,NA,NA,228
2023,S32052A,NA,NA,NA,NA,NA,228
2023,S32052B,NA,NA,NA,NA,NA,228
2023,S32058A,NA,NA,NA,NA,NA,228
2023,S32058B,NA,NA,NA,NA,NA,228
2023,S32059A,NA,NA,NA,NA,NA,228
2023,S32059B,NA,NA,NA,NA,NA,228
2023,S3210XA,NA,NA,NA,NA,NA,228
2023,S3210XB,NA,NA,NA,NA,NA,228
2023,S32110A,NA,NA,NA,NA,NA,228
2023,S32110B,NA,NA,NA,NA,NA,228
2023,S32111A,NA,NA,NA,NA,NA,228
2023,S32111B,NA,NA,NA,NA,NA,228
2023,S32112A,NA,NA,NA,NA,NA,228
2023,S32112B,NA,NA,NA,NA,NA,228
2023,S32119A,NA,NA,NA,NA,NA,228
2023,S32119B,NA,NA,NA,NA,NA,228
2023,S32120A,NA,NA,NA,NA,NA,228
2023,S32120B,NA,NA,NA,NA,NA,228
2023,S32121A,NA,NA,NA,NA,NA,228
2023,S32121B,NA,NA,NA,NA,NA,228
2023,S32122A,NA,NA,NA,NA,NA,228
2023,S32122B,NA,NA,NA,NA,NA,228
2023,S32129A,NA,NA,NA,NA,NA,228
2023,S32129B,NA,NA,NA,NA,NA,228
2023,S32130A,NA,NA,NA,NA,NA,228
2023,S32130B,NA,NA,NA,NA,NA,228
2023,S32131A,NA,NA,NA,NA,NA,228
2023,S32131B,NA,NA,NA,NA,NA,228
2023,S32132A,NA,NA,NA,NA,NA,228
2023,S32132B,NA,NA,NA,NA,NA,228
2023,S32139A,NA,NA,NA,NA,NA,228
2023,S32139B,NA,NA,NA,NA,NA,228
2023,S3214XA,NA,NA,NA,NA,NA,228
2023,S3214XB,NA,NA,NA,NA,NA,228
2023,S3215XA,NA,NA,NA,NA,NA,228
2023,S3215XB,NA,NA,NA,NA,NA,228
2023,S3216XA,NA,NA,NA,NA,NA,228
2023,S3216XB,NA,NA,NA,NA,NA,228
2023,S3217XA,NA,NA,NA,NA,NA,228
2023,S3217XB,NA,NA,NA,NA,NA,228
2023,S3219XA,NA,NA,NA,NA,NA,228
2023,S3219XB,NA,NA,NA,NA,NA,228
2023,S322XXA,NA,NA,NA,NA,NA,228
2023,S322XXB,NA,NA,NA,NA,NA,228
2023,S32301A,NA,NA,NA,NA,NA,226
2023,S32301B,NA,NA,NA,NA,NA,226
2023,S32302A,NA,NA,NA,NA,NA,226
2023,S32302B,NA,NA,NA,NA,NA,226
2023,S32309A,NA,NA,NA,NA,NA,226
2023,S32309B,NA,NA,NA,NA,NA,226
2023,S32311A,NA,NA,NA,NA,NA,226
2023,S32311B,NA,NA,NA,NA,NA,226
2023,S32312A,NA,NA,NA,NA,NA,226
2023,S32312B,NA,NA,NA,NA,NA,226
2023,S32313A,NA,NA,NA,NA,NA,226
2023,S32313B,NA,NA,NA,NA,NA,226
2023,S32314A,NA,NA,NA,NA,NA,226
2023,S32314B,NA,NA,NA,NA,NA,226
2023,S32315A,NA,NA,NA,NA,NA,226
2023,S32315B,NA,NA,NA,NA,NA,226
2023,S32316A,NA,NA,NA,NA,NA,226
2023,S32316B,NA,NA,NA,NA,NA,226
2023,S32391A,NA,NA,NA,NA,NA,226
2023,S32391B,NA,NA,NA,NA,NA,226
2023,S32392A,NA,NA,NA,NA,NA,226
2023,S32392B,NA,NA,NA,NA,NA,226
2023,S32399A,NA,NA,NA,NA,NA,226
2023,S32399B,NA,NA,NA,NA,NA,226
2023,S32401A,NA,NA,NA,NA,NA,226
2023,S32401B,NA,NA,NA,NA,NA,226
2023,S32402A,NA,NA,NA,NA,NA,226
2023,S32402B,NA,NA,NA,NA,NA,226
2023,S32409A,NA,NA,NA,NA,NA,226
2023,S32409B,NA,NA,NA,NA,NA,226
2023,S32411A,NA,NA,NA,NA,NA,226
2023,S32411B,NA,NA,NA,NA,NA,226
2023,S32412A,NA,NA,NA,NA,NA,226
2023,S32412B,NA,NA,NA,NA,NA,226
2023,S32413A,NA,NA,NA,NA,NA,226
2023,S32413B,NA,NA,NA,NA,NA,226
2023,S32414A,NA,NA,NA,NA,NA,226
2023,S32414B,NA,NA,NA,NA,NA,226
2023,S32415A,NA,NA,NA,NA,NA,226
2023,S32415B,NA,NA,NA,NA,NA,226
2023,S32416A,NA,NA,NA,NA,NA,226
2023,S32416B,NA,NA,NA,NA,NA,226
2023,S32421A,NA,NA,NA,NA,NA,226
2023,S32421B,NA,NA,NA,NA,NA,226
2023,S32422A,NA,NA,NA,NA,NA,226
2023,S32422B,NA,NA,NA,NA,NA,226
2023,S32423A,NA,NA,NA,NA,NA,226
2023,S32423B,NA,NA,NA,NA,NA,226
2023,S32424A,NA,NA,NA,NA,NA,226
2023,S32424B,NA,NA,NA,NA,NA,226
2023,S32425A,NA,NA,NA,NA,NA,226
2023,S32425B,NA,NA,NA,NA,NA,226
2023,S32426A,NA,NA,NA,NA,NA,226
2023,S32426B,NA,NA,NA,NA,NA,226
2023,S32431A,NA,NA,NA,NA,NA,226
2023,S32431B,NA,NA,NA,NA,NA,226
2023,S32432A,NA,NA,NA,NA,NA,226
2023,S32432B,NA,NA,NA,NA,NA,226
2023,S32433A,NA,NA,NA,NA,NA,226
2023,S32433B,NA,NA,NA,NA,NA,226
2023,S32434A,NA,NA,NA,NA,NA,226
2023,S32434B,NA,NA,NA,NA,NA,226
2023,S32435A,NA,NA,NA,NA,NA,226
2023,S32435B,NA,NA,NA,NA,NA,226
2023,S32436A,NA,NA,NA,NA,NA,226
2023,S32436B,NA,NA,NA,NA,NA,226
2023,S32441A,NA,NA,NA,NA,NA,226
2023,S32441B,NA,NA,NA,NA,NA,226
2023,S32442A,NA,NA,NA,NA,NA,226
2023,S32442B,NA,NA,NA,NA,NA,226
2023,S32443A,NA,NA,NA,NA,NA,226
2023,S32443B,NA,NA,NA,NA,NA,226
2023,S32444A,NA,NA,NA,NA,NA,226
2023,S32444B,NA,NA,NA,NA,NA,226
2023,S32445A,NA,NA,NA,NA,NA,226
2023,S32445B,NA,NA,NA,NA,NA,226
2023,S32446A,NA,NA,NA,NA,NA,226
2023,S32446B,NA,NA,NA,NA,NA,226
2023,S32451A,NA,NA,NA,NA,NA,226
2023,S32451B,NA,NA,NA,NA,NA,226
2023,S32452A,NA,NA,NA,NA,NA,226
2023,S32452B,NA,NA,NA,NA,NA,226
2023,S32453A,NA,NA,NA,NA,NA,226
2023,S32453B,NA,NA,NA,NA,NA,226
2023,S32454A,NA,NA,NA,NA,NA,226
2023,S32454B,NA,NA,NA,NA,NA,226
2023,S32455A,NA,NA,NA,NA,NA,226
2023,S32455B,NA,NA,NA,NA,NA,226
2023,S32456A,NA,NA,NA,NA,NA,226
2023,S32456B,NA,NA,NA,NA,NA,226
2023,S32461A,NA,NA,NA,NA,NA,226
2023,S32461B,NA,NA,NA,NA,NA,226
2023,S32462A,NA,NA,NA,NA,NA,226
2023,S32462B,NA,NA,NA,NA,NA,226
2023,S32463A,NA,NA,NA,NA,NA,226
2023,S32463B,NA,NA,NA,NA,NA,226
2023,S32464A,NA,NA,NA,NA,NA,226
2023,S32464B,NA,NA,NA,NA,NA,226
2023,S32465A,NA,NA,NA,NA,NA,226
2023,S32465B,NA,NA,NA,NA,NA,226
2023,S32466A,NA,NA,NA,NA,NA,226
2023,S32466B,NA,NA,NA,NA,NA,226
2023,S32471A,NA,NA,NA,NA,NA,226
2023,S32471B,NA,NA,NA,NA,NA,226
2023,S32472A,NA,NA,NA,NA,NA,226
2023,S32472B,NA,NA,NA,NA,NA,226
2023,S32473A,NA,NA,NA,NA,NA,226
2023,S32473B,NA,NA,NA,NA,NA,226
2023,S32474A,NA,NA,NA,NA,NA,226
2023,S32474B,NA,NA,NA,NA,NA,226
2023,S32475A,NA,NA,NA,NA,NA,226
2023,S32475B,NA,NA,NA,NA,NA,226
2023,S32476A,NA,NA,NA,NA,NA,226
2023,S32476B,NA,NA,NA,NA,NA,226
2023,S32481A,NA,NA,NA,NA,NA,226
2023,S32481B,NA,NA,NA,NA,NA,226
2023,S32482A,NA,NA,NA,NA,NA,226
2023,S32482B,NA,NA,NA,NA,NA,226
2023,S32483A,NA,NA,NA,NA,NA,226
2023,S32483B,NA,NA,NA,NA,NA,226
2023,S32484A,NA,NA,NA,NA,NA,226
2023,S32484B,NA,NA,NA,NA,NA,226
2023,S32485A,NA,NA,NA,NA,NA,226
2023,S32485B,NA,NA,NA,NA,NA,226
2023,S32486A,NA,NA,NA,NA,NA,226
2023,S32486B,NA,NA,NA,NA,NA,226
2023,S32491A,NA,NA,NA,NA,NA,226
2023,S32491B,NA,NA,NA,NA,NA,226
2023,S32492A,NA,NA,NA,NA,NA,226
2023,S32492B,NA,NA,NA,NA,NA,226
2023,S32499A,NA,NA,NA,NA,NA,226
2023,S32499B,NA,NA,NA,NA,NA,226
2023,S32501A,NA,NA,NA,NA,NA,226
2023,S32501B,NA,NA,NA,NA,NA,226
2023,S32502A,NA,NA,NA,NA,NA,226
2023,S32502B,NA,NA,NA,NA,NA,226
2023,S32509A,NA,NA,NA,NA,NA,226
2023,S32509B,NA,NA,NA,NA,NA,226
2023,S32511A,NA,NA,NA,NA,NA,226
2023,S32511B,NA,NA,NA,NA,NA,226
2023,S32512A,NA,NA,NA,NA,NA,226
2023,S32512B,NA,NA,NA,NA,NA,226
2023,S32519A,NA,NA,NA,NA,NA,226
2023,S32519B,NA,NA,NA,NA,NA,226
2023,S32591A,NA,NA,NA,NA,NA,226
2023,S32591B,NA,NA,NA,NA,NA,226
2023,S32592A,NA,NA,NA,NA,NA,226
2023,S32592B,NA,NA,NA,NA,NA,226
2023,S32599A,NA,NA,NA,NA,NA,226
2023,S32599B,NA,NA,NA,NA,NA,226
2023,S32601A,NA,NA,NA,NA,NA,226
2023,S32601B,NA,NA,NA,NA,NA,226
2023,S32602A,NA,NA,NA,NA,NA,226
2023,S32602B,NA,NA,NA,NA,NA,226
2023,S32609A,NA,NA,NA,NA,NA,226
2023,S32609B,NA,NA,NA,NA,NA,226
2023,S32611A,NA,NA,NA,NA,NA,226
2023,S32611B,NA,NA,NA,NA,NA,226
2023,S32612A,NA,NA,NA,NA,NA,226
2023,S32612B,NA,NA,NA,NA,NA,226
2023,S32613A,NA,NA,NA,NA,NA,226
2023,S32613B,NA,NA,NA,NA,NA,226
2023,S32614A,NA,NA,NA,NA,NA,226
2023,S32614B,NA,NA,NA,NA,NA,226
2023,S32615A,NA,NA,NA,NA,NA,226
2023,S32615B,NA,NA,NA,NA,NA,226
2023,S32616A,NA,NA,NA,NA,NA,226
2023,S32616B,NA,NA,NA,NA,NA,226
2023,S32691A,NA,NA,NA,NA,NA,226
2023,S32691B,NA,NA,NA,NA,NA,226
2023,S32692A,NA,NA,NA,NA,NA,226
2023,S32692B,NA,NA,NA,NA,NA,226
2023,S32699A,NA,NA,NA,NA,NA,226
2023,S32699B,NA,NA,NA,NA,NA,226
2023,S32810A,NA,NA,NA,NA,NA,226
2023,S32810B,NA,NA,NA,NA,NA,226
2023,S32811A,NA,NA,NA,NA,NA,226
2023,S32811B,NA,NA,NA,NA,NA,226
2023,S3282XA,NA,NA,NA,NA,NA,226
2023,S3282XB,NA,NA,NA,NA,NA,226
2023,S3289XA,NA,NA,NA,NA,NA,226
2023,S3289XB,NA,NA,NA,NA,NA,226
2023,S329XXA,NA,NA,NA,NA,NA,226
2023,S329XXB,NA,NA,NA,NA,NA,226
2023,S3401XA,NA,NA,NA,NA,NA,110
2023,S3401XD,NA,NA,NA,NA,NA,110
2023,S3401XS,NA,NA,NA,NA,NA,110
2023,S3402XA,NA,NA,NA,NA,NA,110
2023,S3402XD,NA,NA,NA,NA,NA,110
2023,S3402XS,NA,NA,NA,NA,NA,110
2023,S34101A,NA,NA,NA,NA,NA,110
2023,S34101D,NA,NA,NA,NA,NA,110
2023,S34101S,NA,NA,NA,NA,NA,110
2023,S34102A,NA,NA,NA,NA,NA,110
2023,S34102D,NA,NA,NA,NA,NA,110
2023,S34102S,NA,NA,NA,NA,NA,110
2023,S34103A,NA,NA,NA,NA,NA,110
2023,S34103D,NA,NA,NA,NA,NA,110
2023,S34103S,NA,NA,NA,NA,NA,110
2023,S34104A,NA,NA,NA,NA,NA,110
2023,S34104D,NA,NA,NA,NA,NA,110
2023,S34104S,NA,NA,NA,NA,NA,110
2023,S34105A,NA,NA,NA,NA,NA,110
2023,S34105D,NA,NA,NA,NA,NA,110
2023,S34105S,NA,NA,NA,NA,NA,110
2023,S34109A,NA,NA,NA,NA,NA,110
2023,S34109D,NA,NA,NA,NA,NA,110
2023,S34109S,NA,NA,NA,NA,NA,110
2023,S34111A,NA,NA,NA,NA,NA,110
2023,S34111D,NA,NA,NA,NA,NA,110
2023,S34111S,NA,NA,NA,NA,NA,110
2023,S34112A,NA,NA,NA,NA,NA,110
2023,S34112D,NA,NA,NA,NA,NA,110
2023,S34112S,NA,NA,NA,NA,NA,110
2023,S34113A,NA,NA,NA,NA,NA,110
2023,S34113D,NA,NA,NA,NA,NA,110
2023,S34113S,NA,NA,NA,NA,NA,110
2023,S34114A,NA,NA,NA,NA,NA,110
2023,S34114D,NA,NA,NA,NA,NA,110
2023,S34114S,NA,NA,NA,NA,NA,110
2023,S34115A,NA,NA,NA,NA,NA,110
2023,S34115D,NA,NA,NA,NA,NA,110
2023,S34115S,NA,NA,NA,NA,NA,110
2023,S34119A,NA,NA,NA,NA,NA,110
2023,S34119D,NA,NA,NA,NA,NA,110
2023,S34119S,NA,NA,NA,NA,NA,110
2023,S34121A,NA,NA,NA,NA,NA,110
2023,S34121D,NA,NA,NA,NA,NA,110
2023,S34121S,NA,NA,NA,NA,NA,110
2023,S34122A,NA,NA,NA,NA,NA,110
2023,S34122D,NA,NA,NA,NA,NA,110
2023,S34122S,NA,NA,NA,NA,NA,110
2023,S34123A,NA,NA,NA,NA,NA,110
2023,S34123D,NA,NA,NA,NA,NA,110
2023,S34123S,NA,NA,NA,NA,NA,110
2023,S34124A,NA,NA,NA,NA,NA,110
2023,S34124D,NA,NA,NA,NA,NA,110
2023,S34124S,NA,NA,NA,NA,NA,110
2023,S34125A,NA,NA,NA,NA,NA,110
2023,S34125D,NA,NA,NA,NA,NA,110
2023,S34125S,NA,NA,NA,NA,NA,110
2023,S34129A,NA,NA,NA,NA,NA,110
2023,S34129D,NA,NA,NA,NA,NA,110
2023,S34129S,NA,NA,NA,NA,NA,110
2023,S34131A,NA,NA,NA,NA,NA,110
2023,S34131D,NA,NA,NA,NA,NA,110
2023,S34131S,NA,NA,NA,NA,NA,110
2023,S34132A,NA,NA,NA,NA,NA,110
2023,S34132D,NA,NA,NA,NA,NA,110
2023,S34132S,NA,NA,NA,NA,NA,110
2023,S34139A,NA,NA,NA,NA,NA,110
2023,S34139D,NA,NA,NA,NA,NA,110
2023,S34139S,NA,NA,NA,NA,NA,110
2023,S343XXA,NA,NA,NA,NA,NA,110
2023,S48011A,NA,NA,NA,NA,NA,234
2023,S48011D,NA,NA,NA,NA,NA,234
2023,S48012A,NA,NA,NA,NA,NA,234
2023,S48012D,NA,NA,NA,NA,NA,234
2023,S48019A,NA,NA,NA,NA,NA,234
2023,S48019D,NA,NA,NA,NA,NA,234
2023,S48021A,NA,NA,NA,NA,NA,234
2023,S48021D,NA,NA,NA,NA,NA,234
2023,S48022A,NA,NA,NA,NA,NA,234
2023,S48022D,NA,NA,NA,NA,NA,234
2023,S48029A,NA,NA,NA,NA,NA,234
2023,S48029D,NA,NA,NA,NA,NA,234
2023,S48111A,NA,NA,NA,NA,NA,234
2023,S48111D,NA,NA,NA,NA,NA,234
2023,S48112A,NA,NA,NA,NA,NA,234
2023,S48112D,NA,NA,NA,NA,NA,234
2023,S48119A,NA,NA,NA,NA,NA,234
2023,S48119D,NA,NA,NA,NA,NA,234
2023,S48121A,NA,NA,NA,NA,NA,234
2023,S48121D,NA,NA,NA,NA,NA,234
2023,S48122A,NA,NA,NA,NA,NA,234
2023,S48122D,NA,NA,NA,NA,NA,234
2023,S48129A,NA,NA,NA,NA,NA,234
2023,S48129D,NA,NA,NA,NA,NA,234
2023,S48911A,NA,NA,NA,NA,NA,234
2023,S48911D,NA,NA,NA,NA,NA,234
2023,S48912A,NA,NA,NA,NA,NA,234
2023,S48912D,NA,NA,NA,NA,NA,234
2023,S48919A,NA,NA,NA,NA,NA,234
2023,S48919D,NA,NA,NA,NA,NA,234
2023,S48921A,NA,NA,NA,NA,NA,234
2023,S48921D,NA,NA,NA,NA,NA,234
2023,S48922A,NA,NA,NA,NA,NA,234
2023,S48922D,NA,NA,NA,NA,NA,234
2023,S48929A,NA,NA,NA,NA,NA,234
2023,S48929D,NA,NA,NA,NA,NA,234
2023,S58011A,NA,NA,NA,NA,NA,234
2023,S58011D,NA,NA,NA,NA,NA,234
2023,S58012A,NA,NA,NA,NA,NA,234
2023,S58012D,NA,NA,NA,NA,NA,234
2023,S58019A,NA,NA,NA,NA,NA,234
2023,S58019D,NA,NA,NA,NA,NA,234
2023,S58021A,NA,NA,NA,NA,NA,234
2023,S58021D,NA,NA,NA,NA,NA,234
2023,S58022A,NA,NA,NA,NA,NA,234
2023,S58022D,NA,NA,NA,NA,NA,234
2023,S58029A,NA,NA,NA,NA,NA,234
2023,S58029D,NA,NA,NA,NA,NA,234
2023,S58111A,NA,NA,NA,NA,NA,234
2023,S58111D,NA,NA,NA,NA,NA,234
2023,S58112A,NA,NA,NA,NA,NA,234
2023,S58112D,NA,NA,NA,NA,NA,234
2023,S58119A,NA,NA,NA,NA,NA,234
2023,S58119D,NA,NA,NA,NA,NA,234
2023,S58121A,NA,NA,NA,NA,NA,234
2023,S58121D,NA,NA,NA,NA,NA,234
2023,S58122A,NA,NA,NA,NA,NA,234
2023,S58122D,NA,NA,NA,NA,NA,234
2023,S58129A,NA,NA,NA,NA,NA,234
2023,S58129D,NA,NA,NA,NA,NA,234
2023,S58911A,NA,NA,NA,NA,NA,234
2023,S58911D,NA,NA,NA,NA,NA,234
2023,S58912A,NA,NA,NA,NA,NA,234
2023,S58912D,NA,NA,NA,NA,NA,234
2023,S58919A,NA,NA,NA,NA,NA,234
2023,S58919D,NA,NA,NA,NA,NA,234
2023,S58921A,NA,NA,NA,NA,NA,234
2023,S58921D,NA,NA,NA,NA,NA,234
2023,S58922A,NA,NA,NA,NA,NA,234
2023,S58922D,NA,NA,NA,NA,NA,234
2023,S58929A,NA,NA,NA,NA,NA,234
2023,S58929D,NA,NA,NA,NA,NA,234
2023,S68411A,NA,NA,NA,NA,NA,234
2023,S68411D,NA,NA,NA,NA,NA,234
2023,S68412A,NA,NA,NA,NA,NA,234
2023,S68412D,NA,NA,NA,NA,NA,234
2023,S68419A,NA,NA,NA,NA,NA,234
2023,S68419D,NA,NA,NA,NA,NA,234
2023,S68421A,NA,NA,NA,NA,NA,234
2023,S68421D,NA,NA,NA,NA,NA,234
2023,S68422A,NA,NA,NA,NA,NA,234
2023,S68422D,NA,NA,NA,NA,NA,234
2023,S68429A,NA,NA,NA,NA,NA,234
2023,S68429D,NA,NA,NA,NA,NA,234
2023,S68711A,NA,NA,NA,NA,NA,234
2023,S68711D,NA,NA,NA,NA,NA,234
2023,S68712A,NA,NA,NA,NA,NA,234
2023,S68712D,NA,NA,NA,NA,NA,234
2023,S68719A,NA,NA,NA,NA,NA,234
2023,S68719D,NA,NA,NA,NA,NA,234
2023,S68721A,NA,NA,NA,NA,NA,234
2023,S68721D,NA,NA,NA,NA,NA,234
2023,S68722A,NA,NA,NA,NA,NA,234
2023,S68722D,NA,NA,NA,NA,NA,234
2023,S68729A,NA,NA,NA,NA,NA,234
2023,S68729D,NA,NA,NA,NA,NA,234
2023,S72001A,NA,NA,NA,NA,NA,226
2023,S72001B,NA,NA,NA,NA,NA,226
2023,S72001C,NA,NA,NA,NA,NA,226
2023,S72002A,NA,NA,NA,NA,NA,226
2023,S72002B,NA,NA,NA,NA,NA,226
2023,S72002C,NA,NA,NA,NA,NA,226
2023,S72009A,NA,NA,NA,NA,NA,226
2023,S72009B,NA,NA,NA,NA,NA,226
2023,S72009C,NA,NA,NA,NA,NA,226
2023,S72011A,NA,NA,NA,NA,NA,226
2023,S72011B,NA,NA,NA,NA,NA,226
2023,S72011C,NA,NA,NA,NA,NA,226
2023,S72012A,NA,NA,NA,NA,NA,226
